ident,type,name,iata,icao,iso_country,municipality,lat,lng
SBRR,small_airport,Barreirinhas National Airport,BRB,SSRS,BR,Barreirinhas,-2.75664,-42.80319
SBCP,medium_airport,Bartolomeu Lisandro Airport,CAW,SBCP,BR,Campos dos Goytacazes,-21.6983,-41.3017
SBTA,medium_airport,Base de Aviação de Taubaté,,SBTA,BR,Taubaté,-23.0401,-45.51615
SBAE,medium_airport,Bauru/Arealva–Moussa Nakhal Tobias State Airport,JTC,SBAE,BR,Bauru,-22.16076,-49.07032
SD6P,small_airport,Belmonte Airport,BVM,SD6P,BR,Belmonte,-15.8717,-38.8719
SSBL,small_airport,Blumenau Airport,BNU,SSBL,BR,Blumenau,-26.83166,-49.09357
SBLP,medium_airport,Bom Jesus da Lapa Airport,LAZ,SBLP,BR,Bom Jesus da Lapa,-13.2621,-43.4081
SBDB,small_airport,Bonito Airport,BYO,SBDB,BR,Bonito,-21.2473,-56.4524
SWBR,small_airport,Borba Airport,RBB,SWBR,BR,Borba,-4.40634,-59.6024
SNVS,small_airport,Breves Airport,BVS,SNVS,BR,Breves,-1.63653,-50.4436
SBCI,medium_airport,Brig. Lysias Augusto Rodrigues Airport,CLN,SBCI,BR,Carolina,-7.32044,-47.4587
SNDV,small_airport,Brigadeiro Cabral Airport,DIQ,SNDV,BR,Divinópolis,-20.1807,-44.8709
SBVH,medium_airport,Brigadeiro Camarão Airport,BVH,SBVH,BR,Vilhena,-12.6944,-60.0983
SDNM,small_airport,Brigadeiro Eduardo Gomes Airport,NVM,SDNM,BR,Nova Mutum,-13.82102,-56.03859
SBPJ,medium_airport,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,BR,Palmas,-10.2915,-48.357
SBCB,small_airport,Cabo Frio Airport,CFB,SBCB,BR,Cabo Frio,-22.92149,-42.07187
SSKS,small_airport,Cachoeira do Sul Airport,QDB,SSKS,BR,Cachoeira Do Sul,-30.0019,-52.9408
SNKI,small_airport,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,CDI,SNKI,BR,Cachoeiro do Itapemirim,-20.8343,-41.1856
SSKW,small_airport,Cacoal Airport,OAL,SSKW,BR,Cacoal,-11.496,-61.4508
SNWC,small_airport,Camocim - Pinto Martins Airport,CMC,SNWC,BR,Camocim,-2.8956,-40.8593
SIJY,small_airport,Campo Comandantes Airport,ITJ,SIJY,BR,Itajaí,-26.98306,-48.81639
SBAF,medium_airport,Campo Délio Jardim de Mattos Airport,,SBAF,BR,Rio de Janeiro,-22.8751,-43.3847
SBYS,medium_airport,Campo Fontenelle,,SBYS,BR,Pirassununga,-21.98469,-47.34121
SBCG,medium_airport,Campo Grande Airport,CGR,SBCG,BR,Campo Grande,-20.47,-54.67399
SSKM,small_airport,Campo Mourão Airport,CBW,SSKM,BR,Campo Mourão,-24.0092,-52.3568
SBMT,medium_airport,Campo de Marte Airport,RTE,SBMT,BR,São Paulo,-23.5091,-46.6378
SBCC,medium_airport,Campo de Provas Brigadeiro Veloso,,SBCC,BR,Novo Progresso,-9.33394,-54.9654
SWEK,small_airport,Canarana Airport,CQA,SWEK,BR,Canarana,-13.57654,-52.2683
SSCN,small_airport,Canela Airport,CEL,SSCN,BR,Canela,-29.37009,-50.83173
SNQG,small_airport,Cangapara Airport,FLB,SNQG,BR,Floriano,-6.84639,-43.0773
SBCO,medium_airport,Canoas Air Force Base,QNS,SBCO,BR,Porto Alegre,-29.94593,-51.14441
SSAP,small_airport,Captain João Busse Airport,APU,SSAP,BR,Apucarana,-23.6091,-51.3843
SBCJ,medium_airport,Carajás Airport,CKS,SBCJ,BR,Parauapebas,-6.11784,-50.00337
SWCA,small_airport,Carauari Airport,CAF,SWCA,BR,Carauari,-4.87147,-66.89755
SBCV,medium_airport,Caravelas Airport,CRQ,SSCV,BR,Caravelas,-17.6523,-39.2531
SSAK,small_airport,Carlos Ruhl Airport,CZB,SSAK,BR,Cruz Alta,-28.65793,-53.6101
SNRU,small_airport,Caruaru Airport,CAU,SNRU,BR,Caruaru,-8.28239,-36.0135
CTP,small_airport,Carutapera Airport,CTP,CTP,BR,Carutapera,-1.22537,-46.01906
SSCL,small_airport,Cassilândia Airport,CSS,SSCL,BR,Cassilândia,-19.14686,-51.67694
SWKT,small_airport,Catalão Airport,TLZ,SWKT,BR,Catalão,-18.2168,-47.8997
SBFI,large_airport,Cataratas International Airport,IGU,SBFI,BR,Foz do Iguaçu,-25.59417,-54.48944
SBBT,medium_airport,Chafei Amsei Airport,BAT,SNBA,BR,Barretos,-20.58463,-48.59412
SNAR,small_airport,Cirilo Queiróz Airport,AMJ,SNAR,BR,Almenara,-16.16558,-40.68402
SNCX,small_airport,Colatina Airport,QCH,SNCX,BR,Colatina,-19.48748,-40.57936
SBJE,medium_airport,Comandante Ariston Pessoa Airport,JJD,SBJE,BR,Cruz,-2.90643,-40.35734
SBBG,medium_airport,Comandante Gustavo Kraemer Airport,BGX,SBBG,BR,Bagé,-31.3905,-54.1122
SBJD,small_airport,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,QDV,SBJD,BR,Jundiaí,-23.18086,-46.94392
SBAA,medium_airport,Conceição do Araguaia Airport,CDJ,SBAA,BR,Conceição do Araguaia,-8.34835,-49.3015
SJHG,small_airport,Confresa Airport,CFO,SJHG,BR,Confresa,-10.6333,-51.56584
SBSP,large_airport,Congonhas–Deputado Freitas Nobre Airport,CGH,SBSP,BR,São Paulo,-23.62766,-46.6546
SSCP,small_airport,Cornélio Procópio Airport,CKO,SSCP,BR,Cornélio Procópio,-23.15271,-50.60287
SBCA,medium_airport,Coronel Adalberto Mendes da Silva Airport,CAC,SBCA,BR,Cascavel,-25.00032,-53.50121
SBGV,medium_airport,Coronel Altino Machado Airport,GVR,SBGV,BR,Governador Valadares,-18.89588,-41.98287
SBLE,small_airport,Coronel Horácio de Mattos Airport,LEC,SBLE,BR,Lençóis,-12.4823,-41.277
SBCR,medium_airport,Corumbá International Airport,CMG,SBCR,BR,Corumbá,-19.01193,-57.67277
SWCQ,small_airport,Costa Marques Airport,CQS,SWCQ,BR,Costa Marques,-12.4211,-64.2516
SNWS,small_airport,Crateús Airport,JCS,SNWS,BR,Crateús,-5.21135,-40.7042
SBCZ,medium_airport,Cruzeiro do Sul Airport,CZS,SBCZ,BR,Cruzeiro Do Sul,-7.59991,-72.7695
SBCT,large_airport,Curitiba-Afonso Pena International Airport,CWB,SBCT,BR,Curitiba,-25.5285,-49.1758
SNKN,small_airport,Currais Novos Airport,QCP,SNKN,BR,Currais Novos,-6.28083,-36.54028
BR-2235,small_airport,Cururupu Airport,CPU,BR-2235,BR,Cururupu,-1.82001,-44.86406
SWKC,small_airport,Cáceres Airport,CCX,SWKC,BR,Cáceres,-16.0436,-57.6299
SWKO,small_airport,Danilson Municipal Airport,CIZ,SWKO,BR,Coari,-4.13406,-63.1326
SBSV,large_airport,Deputado Luiz Eduardo Magalhães International Airport,SSA,SBSV,BR,Salvador,-12.90861,-38.3225
SNDT,small_airport,Diamantina Airport,DTI,SNDT,BR,Diamantina,-18.232,-43.6504
SWDM,small_airport,Diamantino Airport,DMT,SWDM,BR,Diamantino,-14.3769,-56.4004
SWDN,small_airport,Dianópolis Airport,DNO,SWDN,BR,Dianópolis,-11.5954,-46.8467
SBMS,medium_airport,Dix-Sept Rosado Airport,MVF,SBMS,BR,Mossoró,-5.20192,-37.3643
SBCD,small_airport,Doctor Carlos Alberto da Costa Neves Airport,CFC,SBCD,BR,Caçador,-26.78742,-50.93994
SNBR,small_airport,Dom Ricardo Weberberger Airport,BRA,SNBR,BR,Barreiras,-12.0789,-45.009
SDVG,small_airport,Domingos Pignatari Airport,VOT,SDVG,BR,Votuporanga,-20.45843,-50.00313
SBDO,small_airport,Dourados Airport,DOU,SBDO,BR,Dourados,-22.2019,-54.9266
SN6L,medium_airport,Dr. Luciano de Arruda Coelho Regional Airport,JSO,SN6L,BR,Sobral,-3.61449,-40.23143
SBGW,medium_airport,Edu Chaves Field,GUJ,SBGW,BR,Guaratinguetá,-22.7916,-45.2048
SBEG,large_airport,Eduardo Gomes International Airport,MAO,SBEG,BR,Manaus,-3.03861,-60.0497
SWEI,small_airport,Eirunepé Airport,ERN,SWEI,BR,Eirunepé,-6.63953,-69.87971
SSCT,small_airport,Engenheiro Gastão de Mesquita Filho Airport,GGH,SSCT,BR,Cianorte,-23.69157,-52.64209
SSER,small_airport,Erechim Airport,ERM,SSER,BR,Erechim,-27.66361,-52.27149
SBBP,small_airport,Estadual Arthur Siqueira Airport,BJP,SBBP,BR,Bragança Paulista,-22.97882,-46.53713
SBVT,large_airport,Eurico de Aguiar Salles International Airport,VIX,SBVT,BR,Vitória,-20.258,-40.285
SWZL,small_airport,Fazenda Americana Airport,ITI,SWEU,BR,Itambacuri,-18.14759,-41.71504
SWPQ,small_airport,Fazenda Piraguassu Airport,PBX,SWPQ,BR,Porto Alegre do Norte,-10.85935,-51.68815
SWTU,small_airport,Fazenda Tucunaré Airport,AZL,SWTU,BR,Sapezal,-13.46553,-58.86693
SNOU,small_airport,Feijó Airport,FEJ,SNOU,BR,Feijó,-8.14121,-70.34082
SBFN,medium_airport,Fernando de Noronha Airport,FEN,SBFN,BR,Fernando de Noronha,-3.85453,-32.42302
SWOB,small_airport,Fonte Boa Airport,FBA,SWOB,BR,Fonte Boa,-2.53261,-66.0832
SBCM,medium_airport,Forquilhinha - Criciúma  Airport,CCM,SSIM,BR,Criciúma,-28.72574,-49.42448
SBIT,small_airport,Francisco Vilela do Amaral Airport,ITR,SBIT,BR,Itumbiara,-18.4447,-49.2134
SBJF,medium_airport,Francisco de Assis Airport,JDF,SBJF,BR,Juiz de Fora,-21.79148,-43.38607
SBML,medium_airport,Frank Miloye Milenkowichi–Marília State Airport,MII,SBML,BR,Marília,-22.1969,-49.92648
SWHP,small_airport,Frederico Carlos Müller Airport,GGB,SWHP,BR,Água Boa,-14.01996,-52.152
SDLO,small_airport,Fábio Perini Airport,PBA,SDLO,BR,Cairu,-13.5648,-38.94
SNGN,small_airport,Garanhuns Airport,QGP,SNGN,BR,Garanhuns,-8.83428,-36.4716
SWLC,small_airport,General Leite de Castro Airport,RVD,SWLC,BR,Rio Verde,-17.83472,-50.95611
BR-0569,medium_airport,Glauber de Andrade Rocha Airport,VDC,SBVC,BR,Vitória da Conquista,-14.90789,-40.9148
SBPV,large_airport,Governador Jorge Teixeira de Oliveira International Airport,PVH,SBPV,BR,Porto Velho,-8.70849,-63.90234
SBLO,medium_airport,Governor José Richa Airport,LDB,SBLO,BR,Londrina,-23.33438,-51.12837
GCV,small_airport,Gravatai Airport,GCV,GCV,BR,Gravatai,-29.9494,-50.98505
SNGD,small_airport,Guadalupe Airport,GDP,SNGD,BR,Guadalupe,-6.78222,-43.5822
SBGM,medium_airport,Guajará-Mirim Airport,GJM,SBGM,BR,Guajará-Mirim,-10.78641,-65.28486
SNGI,small_airport,Guanambi Airport,GNM,SNGI,BR,Guanambi,-14.2082,-42.7461
SNGA,small_airport,Guarapari Airport,GUZ,SNGA,BR,Guarapari,-20.6465,-40.4919
SSGY,small_airport,Guaíra Airport,GGJ,SSGY,BR,Guaíra,-24.0811,-54.1917
SWGI,small_airport,Gurupi Airport,GRP,SWGI,BR,Gurupi,-11.7396,-49.1322
SSLN,small_airport,Helmuth Baungarten Airport,LOI,SSLN,BR,Lontras,-27.16,-49.5425
SBFL,large_airport,Hercílio Luz International Airport,FLN,SBFL,BR,Florianópolis,-27.67028,-48.5525
SBCX,medium_airport,Hugo Cantergiani Regional Airport,CXJ,SBCX,BR,Caxias Do Sul,-29.19718,-51.18765
SWHT,small_airport,Humaitá Airport,HUW,SWHT,BR,Humaitá,-7.53212,-63.0721
SBJA,small_airport,Humberto Ghizzo Bortoluzzi Regional Airport,JJG,SBJA,BR,Jaguaruna,-28.6753,-49.0596
SNIG,small_airport,Iguatu Airport,QIG,SNIG,BR,Iguatu,-6.34632,-39.29445
SIZX,small_airport,Inácio Luís do Nascimento Airport,JUA,SIZX,BR,Juara,-11.2966,-57.5495
SNIU,small_airport,Ipiaú Airport,IPU,SNIU,BR,Ipiaú,-14.17354,-39.68399
SWII,small_airport,Ipiranga Airport,IPG,SWII,BR,Santo Antônio do Içá,-2.94014,-69.69426
SNIC,small_airport,Irecê Airport,IRE,SNIC,BR,Irecê,-11.3399,-41.847
SBIC,medium_airport,Itacoatiara Airport,ITA,SBIC,BR,Itacoatiara,-3.12654,-58.48167
SBIH,medium_airport,Itaituba Airport,ITB,SBIH,BR,Itaituba,-4.24213,-56.00065
SDIM,small_airport,Itanhaém Airport,JTN,SDIM,BR,Itanhaém,-24.15973,-46.7906
SDUN,small_airport,Itaperuna Airport,ITP,SDUN,BR,Itaperuna,-21.2193,-41.8759
SNIP,small_airport,Itapetinga Airport,QIT,SNIP,BR,Itapetinga,-15.2445,-40.2772
SSIQ,small_airport,Itaqui Airport,ITQ,SSIQ,BR,Itaqui,-29.17198,-56.53834
SNZW,small_airport,Ituberá Airport,ITE,SNZW,BR,Ituberá,-13.73157,-39.14038
SBEK,medium_airport,Jacareacanga Airport,JCR,SBEK,BR,Jacareacanga,-6.23316,-57.7769
SBJR,medium_airport,Jacarepaguá - Roberto Marinho Airport,RRJ,SBJR,BR,Rio de Janeiro,-22.98677,-43.37219
SNJB,small_airport,Jacobina Airport,JCM,SNJB,BR,Jacobina,-11.1632,-40.5531
SDJL,small_airport,Jales Airport,JLS,SDJL,BR,Jales,-20.2923,-50.54555
SNJN,small_airport,Januária Airport,JNA,SNJN,BR,Januária,-15.4738,-44.3855
SWJW,small_airport,Jataí Airport,JTI,SWJW,BR,Jataí,-17.8299,-51.773
SNJK,small_airport,Jequié Airport,JEQ,SNJK,BR,Jequié,-13.8777,-40.0716
SBJI,small_airport,Ji-Paraná Airport,JPR,SBJI,BR,Ji-Paraná,-10.87074,-61.84667
SDOU,small_airport,Jornalista Benedito Pimentel Airport,OUS,SDOU,BR,Ourinhos,-22.9666,-49.91205
SSUV,small_airport,José Cleto Airport,UVI,SSUV,BR,União da Vitória,-26.23322,-51.06675
SNOS,small_airport,José Figueiredo Municipal Airport,PSW,SNOS,BR,Passos,-20.73184,-46.66201
SSIJ,small_airport,João Batista Bos Filho Airport,IJU,SSIJ,BR,Ijuí,-28.36871,-53.84657
SBMA,medium_airport,João Correa da Rocha Airport,MAB,SBMA,BR,Marabá,-5.36859,-49.138
SDIY,medium_airport,João Durval Carneiro Airport,FEC,SDIY,BR,Feira de Santana,-12.20069,-38.90616
SBPK,medium_airport,João Simões Lopes Neto International Airport,PET,SBPK,BR,Pelotas,-31.71719,-52.3278
BR-3086,small_airport,Juruena Airport,JRN,BR-3086,BR,Juruena,-10.31411,-58.49488
SJOH,small_airport,Juruti Airport,JRT,SNRJ,BR,Juruti,-2.18667,-56.09028
SNTO,small_airport,Juscelino Kubitscheck Airport,TFL,SNTO,BR,Teófilo Otoni,-17.8923,-41.5136
SBPO,small_airport,Juvenal Loureiro Cardoso Airport,PTO,SBPO,BR,Pato Branco,-26.21718,-52.69446
SWJN,small_airport,Juína Airport,JIA,SWJN,BR,Juína,-11.41944,-58.70167
SBLJ,medium_airport,Lages Airport,LAJ,SBLJ,BR,Lages,-27.7821,-50.2815
SBJV,medium_airport,Lauro Carneiro de Loyola Airport,JOI,SBJV,BR,Joinville,-26.2245,-48.7974
SBPF,medium_airport,Lauro Kurtz Airport,PFB,SBPF,BR,Passo Fundo,-28.24398,-52.32777
SBRP,medium_airport,Leite Lopes Airport,RAO,SBRP,BR,Ribeirão Preto,-21.13431,-47.77405
BR-2171,small_airport,Leopoldina Airport,LEP,BR-2171,BR,Leopoldina,-21.46823,-42.72708
SNLN,medium_airport,Linhares Municipal Airport,LHN,SNLN,BR,Linhares,-19.3552,-40.07128
SBLN,medium_airport,Lins Airport,LIP,SWXQ,BR,Lins,-21.66349,-49.72995
SNCL,small_airport,Lorenzo Airport,MXQ,SNCL,BR,Cairu,-13.38944,-38.91
SSZR,small_airport,Luis Alberto Lehr Airport,SRA,SSZR,BR,Santa Rosa,-27.90658,-54.52063
SWLB,small_airport,Lábrea Airport,LBR,SWLB,BR,Lábrea,-7.27897,-64.7695
SBMQ,medium_airport,Macapá - Alberto Alcolumbre International Airport,MCP,SBMQ,BR,Macapá,0.05066,-51.0722
SBME,medium_airport,Macaé Benedito Lacerda Airport,MEA,SBME,BR,Macaé,-22.343,-41.766
SBRD,medium_airport,Maestro Marinho Franco Airport,ROO,SBRD,BR,Rondonópolis,-16.58429,-54.7248
SBBQ,medium_airport,Major Brigadeiro Doorgal Borges Airport,,SBBQ,BR,Barbacena,-21.2672,-43.76101
SBVG,medium_airport,Major Brigadeiro Trompowsky Airport,VAG,SBVG,BR,Varginha,-21.59137,-45.47412
SBMY,medium_airport,Manicoré Airport,MNX,SBMY,BR,Manicoré,-5.81138,-61.2783
SNAX,small_airport,Marcelo Pires Halzhausen Airport,AIF,SNAX,BR,Assis,-22.6386,-50.45598
SBSL,large_airport,Marechal Cunha Machado International Airport,SLZ,SBSL,BR,São Luís,-2.58639,-44.23501
SDMC,small_airport,Maricá Airport,JMR,SBMI,BR,Maricá,-22.9195,-42.8309
SWMW,small_airport,Maués Airport,MBZ,SWMW,BR,Maués,-3.37217,-57.7248
SBMC,medium_airport,Minaçu Airport,MQH,SWIQ,BR,Minaçu,-13.5491,-48.1953
SBNF,large_airport,Ministro Victor Konder International Airport,NVT,SBNF,BR,Navegantes,-26.87943,-48.65098
SNMA,small_airport,Monte Alegre Airport,MTE,SNMA,BR,Monte Alegre,-1.9958,-54.0742
SBMD,medium_airport,Monte Dourado - Serra do Areão Airport,MEU,SBMD,BR,Almeirim,-0.88984,-52.6022
SSNG,small_airport,Montenegro Airport,QGF,SSNG,BR,Montenegro,-29.7194,-51.4894
SNQU,small_airport,Mucugê Airport,CHD,SNQU,BR,Mucugê,-13.0312,-41.4441
SNMU,small_airport,Mucuri Airport,MVS,SNMU,BR,Mucuri,-18.0489,-39.86432
SILC,small_airport,Municipal Bom Futuro Airport,LVR,SILC,BR,Lucas do Rio Verde,-13.03786,-55.95025
SDSC,small_airport,Mário Pereira Lopes–São Carlos International Airport,QSC,SDSC,BR,São Carlos,-21.87503,-47.90385
SBMK,medium_airport,Mário Ribeiro Airport,MOC,SBMK,BR,Montes Claros,-16.70692,-43.8189
SBUR,medium_airport,Mário de Almeida Franco Airport,UBA,SBUR,BR,Uberaba,-19.76504,-47.9648
SNEB,small_airport,Nagib Demachki Airport,JPE,SNEB,BR,Paragominas,-3.0198,-47.31647
SNNU,small_airport,Nanuque Airport,NNU,SNNU,BR,Nanuque,-17.82316,-40.32966
SBNT,medium_airport,Natal Air Force Base,,SBNT,BR,Natal,-5.91142,-35.2477
SBCN,small_airport,Nelson Ribeiro Guimarães Airport,CLV,SBCN,BR,Caldas Novas,-17.7251,-48.60632
CMT,small_airport,New Cametá Airport,CMT,CMT,BR,Cametá,-2.2468,-49.56
SWNQ,small_airport,Niquelândia Airport,NQL,SWNQ,BR,Niquelândia,-14.43487,-48.49162
SWNA,small_airport,Novo Aripuanã Airport,NVP,SWNA,BR,Novo Aripuanã,-5.11803,-60.3649
SWNK,small_airport,Novo Campo Airport,BCR,SWNK,BR,Boca do Acre,-8.83457,-67.31248
SSNH,small_airport,Novo Hamburgo Airport,QHV,SSNH,BR,Novo Hamburgo,-29.6961,-51.0817
SJNP,small_airport,Novo Progresso Airport,NPR,SJNP,BR,Novo Progresso,-7.12583,-55.40083
SBOI,medium_airport,Oiapoque Airport,OYK,SBOI,BR,Oiapoque,3.85412,-51.79706
SSCK,small_airport,Olavo Cecco Rigon Airport,CCI,SSCK,BR,Concórdia,-27.18051,-52.05175
SNOX,small_airport,Oriximiná Airport,ORX,SNOX,BR,Oriximiná,-1.71408,-55.8362
SBJU,small_airport,Orlando Bezerra de Menezes Airport,JDO,SBJU,BR,Juazeiro do Norte,-7.21932,-39.2691
SWXM,small_airport,Orlando Villas Boas Regional Airport,MBK,SWXM,BR,Matupá,-10.17037,-54.95396
SSUM,small_airport,Orlando de Carvalho Airport,UMU,SSUM,BR,Umuarama,-23.7987,-53.3138
SDOW,small_airport,Ourilândia do Norte Airport,OIA,SDOW,BR,Ourilândia do Norte,-6.76299,-51.04993
SSOL,small_airport,Padre Israel Airport,VRZ,SSOL,BR,Lavras,-21.2406,-44.9639
SBBH,medium_airport,Pampulha - Carlos Drummond de Andrade Airport,PLU,SBBH,BR,Belo Horizonte,-19.85074,-43.95032
SSPG,small_airport,Paranaguá Airport,PNG,SSPG,BR,Paranaguá,-25.5401,-48.5312
SSPI,small_airport,Paranavaí Airport,PVI,SSPI,BR,Paranavaí,-23.0899,-52.4885
SSPN,small_airport,Paranaíba Airport,PBB,SSPN,BR,Paranaíba,-19.6512,-51.1994
SDTK,small_airport,Paraty Airport,JPY,SDTK,BR,Paraty,-23.22404,-44.7234
SWPI,small_airport,Parintins Airport,PIN,SWPI,BR,Parintins,-2.67352,-56.77763
SBPB,medium_airport,Parnaíba - Prefeito Doutor João Silva Filho International Airport,PHB,SBPB,BR,Parnaíba,-2.89375,-41.732
SNPD,small_airport,Patos de Minas Airport,POJ,SNPD,BR,Patos de Minas,-18.67267,-46.49129
SSFB,small_airport,Paulo Abdala Airport,FBE,SSFB,BR,Francisco Beltrão,-26.05938,-53.06383
SBUF,medium_airport,Paulo Afonso Airport,PAV,SBUF,BR,Paulo Afonso,-9.40088,-38.2506
SNZR,small_airport,Pedro Rabelo de Souza Airport,PYT,SNZR,BR,Paracatu,-17.2426,-46.8831
SDZG,small_airport,Pedro Teixeira Castelo Airport,JTA,SDZG,BR,Tauá,-5.9334,-40.2975
BR-0263,small_airport,Pedro Vieira Moreira Airport,CJZ,SJZA,BR,Cajazeiras,-6.8827,-38.61583
SNPC,small_airport,Picos Airport,PCS,SNPC,BR,Picos,-7.06138,-41.52587
SBAT,medium_airport,Piloto Osvaldo Marques Dias Airport,AFL,SBAT,BR,Alta Floresta,-9.86639,-56.1063
SWPM,small_airport,Pimenta Bueno Airport,PBQ,SWPM,BR,Pimenta Bueno,-11.6416,-61.1791
SNYE,small_airport,Pinheiro Airport,PHI,SNYE,BR,Pinheiro,-2.47743,-45.105
SBFZ,large_airport,Pinto Martins International Airport,FOR,SBFZ,BR,Fortaleza,-3.77583,-38.53222
SNPX,small_airport,Pirapora Airport,PIV,SNPX,BR,Pirapora,-17.3169,-44.8603
SNCP,medium_airport,Planalto Serrano Regional Airport,EEA,SNCP,BR,Correia Pinto,-27.63413,-50.35825
SBTG,small_airport,Plínio Alarcom Airport,TJL,SBTG,BR,Três Lagoas,-20.75264,-51.68203
SBPG,medium_airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,PGZ,SBPG,BR,Ponta Grossa,-25.18448,-50.14382
SBMN,medium_airport,Ponta Pelada Airport / Manaus Air Base,PLL,SBMN,BR,Manaus,-3.14604,-59.9863
SBPP,medium_airport,Ponta Porã Airport,PMG,SBPP,BR,Ponta Porã,-22.5496,-55.7026
SBPA,large_airport,Porto Alegre-Salgado Filho International Airport,POA,SBPA,BR,Porto Alegre,-29.99398,-51.16748
SBPN,medium_airport,Porto Nacional Airport,PNB,SDPE,BR,Porto Nacional,-10.7194,-48.3997
SBPS,large_airport,Porto Seguro International Airport,BPS,SBPS,BR,Porto Seguro,-16.43843,-39.08058
SNMZ,small_airport,Porto de Moz Airport,PTQ,SNMZ,BR,Porto de Moz,-1.74131,-52.23603
SNZA,small_airport,Pouso Alegre Airport,PPY,SNZA,BR,Pouso Alegre,-22.2892,-45.9191
SBPC,medium_airport,Poços de Caldas - Embaixador Walther Moreira Salles Airport,POO,SBPC,BR,Poços De Caldas,-21.84253,-46.56977
SNRD,small_airport,Prado Airport,PDF,SNRD,BR,Prado,-17.29698,-39.27113
SNJR,small_airport,Prefeito Octávio de Almeida Neves Airport,JDR,SNJR,BR,São João Del Rei,-21.08564,-44.2253
SBIZ,medium_airport,Prefeito Renato Moreira Airport,IMP,SBIZ,BR,Imperatriz,-5.53129,-47.46
SBJP,large_airport,Presidente Castro Pinto International Airport,JPA,SBJP,BR,João Pessoa,-7.14869,-34.95055
SBZM,medium_airport,Presidente Itamar Franco Airport,IZA,SBZM,BR,Juiz de Fora,-21.51309,-43.17307
PDR,small_airport,Presidente José Sarney Airport,PDR,PDR,BR,Presidente Dutra,-5.3098,-44.481
SBSI,small_airport,Presidente João Batista Figueiredo Airport,OPS,SBSI,BR,Sinop,-11.885,-55.58611
SBKG,medium_airport,Presidente João Suassuna Airport,CPV,SBKG,BR,Campina Grande,-7.26966,-35.89606
SBBR,large_airport,Presidente Juscelino Kubitschek International Airport,BSB,SBBR,BR,Brasília,-15.86917,-47.92083
SBDN,medium_airport,Presidente Prudente Airport,PPB,SBDN,BR,Presidente Prudente,-22.1751,-51.4246
SBSR,medium_airport,Prof. Eribelto Manoel Reino State Airport,SJP,SBSR,BR,São José do Rio Preto,-20.81711,-49.40696
SBSJ,medium_airport,Professor Urbano Ernesto Stumpf Airport,SJK,SBSJ,BR,São José Dos Campos,-23.2292,-45.8615
SNQX,medium_airport,Quixadá Airport,,SNQX,BR,Quixadá,-4.97901,-38.98762
SBRF,large_airport,Recife/Guararapes - Gilberto Freyre International Airport,REC,SBRF,BR,Recife,-8.12747,-34.92296
SNDC,small_airport,Redenção Airport,RDC,SNDC,BR,Redenção,-8.03119,-49.97969
SBMG,medium_airport,Regional de Maringá - Sílvio Name Júnior Airport,MGF,SBMG,BR,Maringá,-23.47606,-52.01619
SDRS,small_airport,Resende Airport,REZ,SDRS,BR,Resende,-22.4785,-44.4803
SBRB,large_airport,Rio Branco-Plácido de Castro International Airport,RBR,SBRB,BR,Rio Branco,-9.86903,-67.89398
SBGL,large_airport,Rio Galeão – Tom Jobim International Airport,GIG,SBGL,BR,Rio De Janeiro,-22.81,-43.25056
SJRG,small_airport,Rio Grande Regional Airport,RIG,SJRG,BR,Rio Grande,-32.08306,-52.16718
SBSG,large_airport,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,NAT,SBSG,BR,Natal,-5.76982,-35.36661
SBAX,medium_airport,Romeu Zema Airport,AAX,SBAX,BR,Araxá,-19.5632,-46.9604
SBUG,medium_airport,Rubem Berta Airport,URG,SBUG,BR,Uruguaiana,-29.7822,-57.0382
BR-2182,medium_airport,Russas - João de Deus Regional Airport,,BR-2182,BR,Russas,-4.94727,-38.0082
SNSM,small_airport,Salinópolis Airport,OPP,SNSM,BR,Salinópolis,-0.69611,-47.33611
SBSC,medium_airport,Santa Cruz Air Force Base,SNZ,SBSC,BR,Rio de Janeiro,-22.9324,-43.7191
SSSC,small_airport,Santa Cruz do Sul Airport,CSU,SSSC,BR,Santa Cruz do Sul,-29.6841,-52.4122
SILT,small_airport,Santa Fé do Sul Airport,SFV,SSA2,BR,Santa Fé do Sul,-20.22847,-50.96894
